mouse_num,tumor_id,patho_est_location,patho_tumor_grade,patho_notes,requests,tumor,mouse_tumor,necropsy_file_comments,strain,virus,tyr_cre_status,gender,dob,injection_date,tumor_noticed,behavior_noticed,death_date,end_date,mri_imaging_date,age_of_tumor_onset,age_of_behavior_onset,age_at_death,tumor_locations,tumor_grade_post_h_e,notes,injected_by,mouse_num_tag,mouse_tag,age_death_cap,exclude,mouse_id,shorthand_strain_name,tyr_cre_status_confirmed,injected_with,number_of_cells_injected,vol_injected,tva_status,birth_date,domed_head_or_observable_tumor_date,behavior_date,brain_harvested,other_organs_harvested,behavior_and_necropsy_notes,fixed_tissue_still_in_ethanol,is_useful_as_a_control_or_otherwise_includes_a_large_tumor,h_e_submission_date,tissues_submitted,brain_h_e_and_ihc_notes,sheri_has_seen_h_e,proof_of_mass,full_slide_scan_of_h_e_on_external_hd,ki67_result,full_slide_scan_of_ki67_on_external_hd,p_erk_result_only_listed_if_it_was_done,full_slide_scan_of_p_erk_on_external_hd,unstained_slides_available,death_age_or_current_age_for_survival_curve,overall_survival_1_if_there_was_any_evidence_of_tumor_visible_before_necropsy_or_after_ihc_behavior_change_or_unexplained_death_0_if_not,tumor_free_survival_1_only_if_there_was_any_abnormal_mass_or_enlargement_visible_upon_necropsy_or_h_e_0_if_mouse_survived_to_150_days_and_had_no_tumor_exclude_if_death_was_early_and_no_hard_proof_of_tumor,glioma_free_survival_1_if_a_glioma_inside_brain_or_infiltrating_the_brain_verified_by_ki67_0_if_no_observable_glioma_is_present_exclude_if_h_e_wasnt_done_or_mouse_was_sacked_before_150_days_for_whatever_reason,cranial_nerve_tumor_anything_in_the_cranial_cavity_but_not_necessarily_infiltrating_or_inside_the_brain_most_likely_located_under_the_brain,intracranial_glioma_or_outside_of_brain_and_still_in_skull_combo_of_previous_2,head_tumor_outside_of_and_connected_to_skull,lymph_node_tumor_wasnt_always_looking_for_but_noticed_when_they_were_big,lower_spinal_cord_tumor_unfortunatly_didnt_start_looking_for_this_until_later,eye_tumor_where_it_was_clear_it_was_the_optical_nerve_and_or_involving_the_eye,auditory_nerve_not_connected_to_skull_like_head_tumors_but_on_head_and_connected_to_skin_sort_of,cutaneous_skin_somewhere_on_body,rib_cage,lethargic_difficulty_breathing_looked_sick,puffy_full_of_gas,paralysis_from_starting_to_drag_hind_legs_to_full_on_immobility,hydrocephalus,non_tumor_related_reason_for_death,nothing_abnormal,found_dead
25026,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-10-14,NA,NA,2021-01-04,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25026-01,NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-10-13,2020-12-09,NA,yes,head tumor,"Large tumor growing on head, samples collected freezing, cell line, and H&E",extra head tumor with brain,NA,2021-02-23,head tumor,"entire head was sectioned, no glioma observed, but head tumor is there",yes,yes,NA,NA,NA,NA,NA,NA,83,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25027,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-10-14,NA,NA,2020-12-30,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25027-03,NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-10-13,2020-12-15,NA,yes,head tumor,"Large tumor growing on head, samples collected freezing, cell line, and H&E",extra head tumor with brain,NA,2021-02-23,head tumor,"entire head was sectioned, no glioma observed, but head tumor is there",yes,yes,NA,NA,NA,NA,NA,NA,78,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25028,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-10-14,NA,NA,2021-02-01,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25028-10,NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-10-13,NA,2021-01-29,yes,no,"paralyzed,Brain looked normal, no tumor noted anywhere on body/spinal cord.",NA,NA,2021-02-23,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,111,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
25029,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-10-14,NA,NA,2020-12-28,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25029-00,NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-10-13,2020-12-09,NA,yes,head tumor,Animal sacked due to large tumor growing on head and eventually covering eye. Tumor harvested for freezing and cell line,extra head tumor with brain,NA,2021-02-23,head tumor,"entire head was sectioned, no glioma observed, but head tumor is there",yes,yes,NA,NA,NA,NA,NA,NA,76,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25031,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-10-14,NA,NA,2020-12-30,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25031-03,NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-10-13,2020-12-09,NA,yes,no,"No Tumor noted, swelling of head was due to extreme distension of brain from liquid filling th enetire cortex. Brain was completely hollow except for mid and hindbrain. Collected for H&E.",NA,NA,2021-02-23,no,"no glioma observable, but tissue was all tore up due to hydrocephalus",yes,no,NA,NA,NA,NA,NA,NA,78,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
25033,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-10-14,NA,NA,2021-01-06,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25033-30,NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-10-13,NA,2021-01-04,yes,no,"Mouse was sacked due to paralysis, no tumor noted and brain was harvested for H&E",NA,NA,2021-02-23,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,85,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
25034,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-10-14,NA,NA,2021-01-04,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25034-11,NF-1 Project,NA,RCAS Cre-U6sgRNA-ex2-NF1,5x105,5uL,TVA+,2020-10-13,NA,2021-01-04,yes,no,"Animal was paralyzed and therefore sacked, brain appaeared normal, slight tumor growth on outside of skull, impossible to separate from bone.",NA,NA,2021-02-23,no,no glioma observable,yes,yes,NA,NA,NA,NA,NA,NA,83,1,1,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
25080,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2020-10-19,NA,NA,2021-03-18,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25080-00,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-10-19,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25081,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2020-10-19,NA,NA,2021-03-18,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25081-01,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-10-19,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25082,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2020-10-19,NA,NA,2021-03-18,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25082-03,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-10-19,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25083,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-10-19,NA,NA,2021-03-18,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25083-00,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-10-19,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25084,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-10-19,NA,NA,2021-03-18,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25084-01,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-10-19,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25085,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-10-19,NA,NA,2021-03-18,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25085-03,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-10-19,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25086,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-10-19,NA,NA,2021-03-18,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25086-10,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-10-19,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25087,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-10-20,NA,NA,2021-03-19,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25087-00,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-10-20,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25088,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-10-20,NA,NA,2021-03-19,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25088-01,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-10-20,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25089,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-10-20,NA,NA,2021-03-19,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25089-03,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-10-20,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25090,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-10-20,NA,NA,2021-03-19,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25090-00,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-10-20,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25091,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-10-20,NA,NA,2021-03-19,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25091-01,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-10-20,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25092,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-10-20,NA,NA,2021-03-19,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25092-03,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-10-20,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-03-26,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25214,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2020-11-06,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25214-00,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-05,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,151,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25215,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2020-11-06,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25215-01,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-05,NA,NA,yes,no,"end of experiment, looked normal (not sure why Zia marked a behavior change on 2/3)",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,151,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25216,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2020-11-06,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25216-03,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-05,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,151,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25217,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,F,NA,2020-11-06,NA,NA,2021-01-17,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25217-10,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-05,NA,NA,no,no,I assume this was too far dead to harvest anything,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
25218,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-11-06,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25218-00,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-05,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,151,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25219,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-11-06,NA,NA,2021-01-20,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25219-01,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-05,NA,NA,no,no,Found dead with scabs on tail. Brain was too decomposed to harvest,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
25220,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-11-06,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25220-03,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-05,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,151,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25221,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX +/+,NA,NA,M,NA,2020-11-06,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25221-10,NF-1 Control,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-05,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,151,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25238,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-11-06,NA,NA,2021-03-03,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25238-01,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-06,2021-02-03,NA,yes,head tumor,"Large tumor growing on head, cell line started and tissue frozen as well as formalin fixed. Slides would be good NF1 tumor control. Tissue was decalcified prior to embedding.",NA,1,2021-03-26,head tumor,"no glioma observable, but the head tumor is there",yes,yes,NA,NA,NA,NA,NA,"request 5, will have 3 remaining after H&E and IHC for just pERK",117,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25239,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-11-06,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25239-03,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-06,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25240,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-11-06,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25240-00,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-06,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25241,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-11-06,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25241-01,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-06,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25242,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-11-06,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25242-03,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-06,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25258,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-11-09,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25258-10,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-06,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25259,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,F,NA,2020-11-09,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25259-11,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-06,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25260,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-11-09,NA,NA,2021-02-01,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25260-00,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-06,2021-01-20,NA,yes,no,Brain was completely hollow and swelled full of thick clear liquid and blood. No sign of tumor,NA,NA,2021-02-23,no,"no glioma observable, but tissue was all tore up due to hydrocephalus",yes,no,NA,NA,NA,NA,NA,NA,87,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
25261,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-11-09,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25261-01,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-06,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
25262,NA,NA,NA,NA,NA,NA,NA,NA,N-TVA; Pten f/f; H11LSL-Cas9 f/f; Ink4a/Arf f/f; ATRX f/f,NA,NA,M,NA,2020-11-09,NA,NA,2021-04-05,NA,NA,NA,NA,NA,NA,NA,NA,Rick,NA,NA,NA,NA,25262-03,NF-1 Project,NA,Rcas Cre,5x105,5uL,TVA+,2020-11-06,NA,NA,yes,no,"end of experiment, looked normal",NA,NA,2021-04-08,no,no glioma observable,yes,no,NA,NA,NA,NA,NA,NA,150,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
